epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,4576.85,0.69836,0.66044,1.14496,0.77152,0.61716,0.682,0.44391,1.37058,1.3079,1.78883,0.000184055,0.000184055,0.000184055
178,4602.73,0.69295,0.62684,1.14729,0.73336,0.60153,0.67826,0.44389,1.35129,1.31138,1.77443,0.000176982,0.000176982,0.000176982
179,4628.83,0.66935,0.60892,1.10195,0.74769,0.57816,0.66458,0.43489,1.37918,1.34186,1.80404,0.000169908,0.000169908,0.000169908
180,4654.95,0.652,0.58166,1.09809,0.69917,0.60483,0.67273,0.44297,1.31946,1.30695,1.76398,0.000162835,0.000162835,0.000162835
181,4680.86,0.65415,0.5768,1.10647,0.74067,0.5838,0.68099,0.44901,1.34694,1.29768,1.76953,0.000155761,0.000155761,0.000155761
182,4707.07,0.65047,0.60362,1.09335,0.67683,0.6382,0.68447,0.45137,1.33928,1.29827,1.76559,0.000148687,0.000148687,0.000148687
183,4733.14,0.64879,0.59339,1.1044,0.69724,0.64727,0.67884,0.44762,1.34929,1.32985,1.75812,0.000141614,0.000141614,0.000141614
184,4759,0.63788,0.57762,1.09025,0.6815,0.60809,0.67411,0.44151,1.37102,1.34679,1.78499,0.00013454,0.00013454,0.00013454
185,4784.98,0.64091,0.55892,1.09738,0.72519,0.58291,0.67106,0.43243,1.38438,1.3389,1.79267,0.000127467,0.000127467,0.000127467
186,4811.06,0.66348,0.604,1.11155,0.64813,0.64695,0.67462,0.4358,1.36031,1.29995,1.765,0.000120393,0.000120393,0.000120393
187,4837.3,0.61942,0.55271,1.07303,0.7364,0.57842,0.67493,0.43792,1.36081,1.28311,1.78065,0.00011332,0.00011332,0.00011332
188,4863.25,0.63771,0.57333,1.09717,0.75947,0.56776,0.68383,0.4402,1.36933,1.25364,1.77696,0.000106246,0.000106246,0.000106246
189,4889.31,0.66305,0.58997,1.1165,0.71924,0.62204,0.69279,0.44975,1.35722,1.2261,1.76206,9.91726e-05,9.91726e-05,9.91726e-05
190,4915.16,0.64474,0.57195,1.08924,0.72654,0.62396,0.69015,0.45216,1.37629,1.22782,1.78776,9.20991e-05,9.20991e-05,9.20991e-05
191,4958.13,0.52959,0.45732,0.9964,0.73099,0.60552,0.6793,0.43651,1.37569,1.30439,1.79358,8.50255e-05,8.50255e-05,8.50255e-05
192,4984.05,0.51093,0.44297,0.98657,0.79044,0.57878,0.68086,0.43946,1.36001,1.25637,1.80151,7.7952e-05,7.7952e-05,7.7952e-05
193,5010.13,0.51367,0.45757,0.97746,0.68737,0.63634,0.67817,0.4457,1.3516,1.23203,1.78713,7.08784e-05,7.08784e-05,7.08784e-05
194,5036,0.50872,0.42163,0.98364,0.8022,0.55422,0.67509,0.4426,1.35565,1.26071,1.78752,6.38049e-05,6.38049e-05,6.38049e-05
195,5061.77,0.49279,0.39056,0.94916,0.77555,0.5653,0.67546,0.44492,1.35971,1.2981,1.77412,5.67313e-05,5.67313e-05,5.67313e-05
196,5087.69,0.49939,0.41935,0.97844,0.77385,0.58475,0.67662,0.44444,1.35716,1.28505,1.77416,4.96578e-05,4.96578e-05,4.96578e-05
197,5113.82,0.48362,0.39408,0.95092,0.76994,0.5858,0.67894,0.44534,1.34296,1.31064,1.76087,4.25842e-05,4.25842e-05,4.25842e-05
198,5139.77,0.47092,0.38841,0.95486,0.78914,0.57021,0.67761,0.44652,1.36758,1.30809,1.7829,3.55107e-05,3.55107e-05,3.55107e-05
199,5165.58,0.4721,0.40542,0.94582,0.81535,0.55748,0.67934,0.44546,1.36384,1.3164,1.78018,2.84371e-05,2.84371e-05,2.84371e-05
200,5191.49,0.50406,0.41383,0.97821,0.81372,0.5676,0.67947,0.44771,1.34662,1.31952,1.75584,2.13636e-05,2.13636e-05,2.13636e-05
