epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,699.754,0.85949,0.79824,1.22962,0.87738,0.6934,0.83666,0.59117,1.06443,0.92845,1.4173,0.000523586,0.000523586,0.000523586
34,722.283,0.80713,0.77319,1.20877,0.86434,0.71363,0.84338,0.61146,1.00153,0.93258,1.36837,0.000495291,0.000495291,0.000495291
35,743.723,0.79642,0.75114,1.18505,0.82993,0.7587,0.83125,0.61175,0.99237,0.87887,1.34302,0.000466997,0.000466997,0.000466997
36,765.015,0.77413,0.72117,1.17269,0.84426,0.74341,0.84989,0.61919,0.9705,0.88717,1.31809,0.000438703,0.000438703,0.000438703
37,786.47,0.82012,0.76092,1.20938,0.86673,0.7188,0.84006,0.62353,0.94906,0.84341,1.31044,0.000410409,0.000410409,0.000410409
38,807.762,0.75709,0.69019,1.14543,0.87777,0.74489,0.84031,0.62741,0.94262,0.83495,1.31751,0.000382115,0.000382115,0.000382115
39,829.277,0.75514,0.68084,1.14838,0.86167,0.74582,0.84755,0.61896,0.99522,0.88326,1.36463,0.00035382,0.00035382,0.00035382
40,850.511,0.7537,0.65169,1.16508,0.86726,0.73364,0.84747,0.61894,0.97895,0.8637,1.35735,0.000325526,0.000325526,0.000325526
41,889.303,0.67511,0.58519,1.09011,0.82909,0.74657,0.83791,0.61681,1.00457,0.8876,1.37915,0.000297232,0.000297232,0.000297232
42,910.64,0.67646,0.5681,1.07594,0.87092,0.68412,0.82052,0.6018,0.99526,0.93473,1.39193,0.000268938,0.000268938,0.000268938
43,931.702,0.66145,0.55856,1.08763,0.8318,0.71033,0.81041,0.58529,1.04165,0.97518,1.42092,0.000240644,0.000240644,0.000240644
44,953.142,0.63932,0.54859,1.07081,0.81678,0.74987,0.83001,0.60587,1.03183,0.87741,1.39151,0.000212349,0.000212349,0.000212349
45,974.492,0.60052,0.48948,1.03799,0.80434,0.79183,0.84184,0.6131,1.01835,0.87227,1.38404,0.000184055,0.000184055,0.000184055
46,995.79,0.61452,0.49763,1.05835,0.86357,0.77991,0.85471,0.62234,1.00681,0.85545,1.37608,0.000155761,0.000155761,0.000155761
47,1017.45,0.59771,0.49403,1.02792,0.8817,0.76014,0.85844,0.62829,0.9939,0.86375,1.37785,0.000127467,0.000127467,0.000127467
48,1039,0.60073,0.48328,1.03703,0.87339,0.74623,0.85431,0.62406,0.98663,0.87684,1.37139,9.91726e-05,9.91726e-05,9.91726e-05
49,1060.37,0.59384,0.49476,1.02906,0.87115,0.75201,0.8549,0.635,0.98638,0.87257,1.36301,7.08784e-05,7.08784e-05,7.08784e-05
50,1081.84,0.57128,0.4761,1.01954,0.84871,0.7688,0.8527,0.63721,0.97892,0.85994,1.35289,4.25842e-05,4.25842e-05,4.25842e-05
